Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time
3,4382,13,-0.5655488645437157,-0.6877694608655882,-0.7066781314589238,2022-10-16,17:20:43
3,4612,6,0.08462382225361713,0.572024931734033,1.1842174419794875,2022-10-16,17:20:43
3,4722,0,-0.38123303777948375,1.39845736922103,-0.01063591613016973,2022-10-16,17:20:43
3,4969,15,0.8766807164815428,-0.8120328814601963,0.35630561419141404,2022-10-16,17:20:43
3,929,7,-0.7016418798342844,-0.14047247336362192,0.29512139027395357,2022-10-16,17:20:43
3,1110,3,0.061904530011983795,-0.642636556156118,-0.5057612622895388,2022-10-16,17:20:50
3,5262,0,-0.8194703660678537,-0.5890042486527309,-0.27363798172450127,2022-10-16,17:20:50
3,4719,9,-0.02540882840684271,-0.7842215444699744,-0.027426767406045747,2022-10-16,17:20:50
3,4467,12,0.44479142573127634,-0.48738797094571157,-0.07886410692433918,2022-10-16,17:20:50
3,1127,0,-0.39359500561684313,0.7197961942333354,-0.1931238021918859,2022-10-16,17:20:50
3,4553,3,-0.6298088234820611,-0.38394270782734313,-0.6712944838921997,2022-10-16,17:20:50
3,5715,6,0.694592271309628,-0.2682862774037902,0.22115973806850933,2022-10-16,17:20:50
3,1344,9,0.19499058015292453,-0.3230482523671283,1.9923078746028677,2022-10-16,17:20:50
3,4712,0,0.27250345956555627,-0.4524220733758003,-0.7260080870740787,2022-10-16,17:20:50
3,4798,0,-0.2009264978814225,-0.726393329258198,-0.38789767699204797,2022-10-16,17:20:50
3,1493,12,0.2145915381653142,-0.6117051852288887,-0.15135144048116997,2022-10-16,17:20:50
3,4669,13,2.0679957611322917,-0.12503368474429188,1.776975445313706,2022-10-16,17:20:50
3,4682,0,-0.6927323534650164,-0.6837887279114752,-0.038238437495878186,2022-10-16,17:20:50
3,4768,0,1.1818319946289721,-0.047732154270503244,1.5016054843893394,2022-10-16,17:20:50
3,4837,7,-0.13499600274883922,0.03866050957146235,0.2450764628126839,2022-10-16,17:20:56
3,1560,7,-0.8137905430074456,-0.24972745484745262,-0.055848354687650544,2022-10-16,17:20:56
3,4741,0,-0.4138641781069278,0.5889161499447289,0.24712412760242486,2022-10-16,17:20:56
3,4972,0,-0.43725168482625637,-0.2568820154271422,0.35630561419141404,2022-10-16,17:20:56
3,5089,0,-0.8850667539615895,-0.6895446525883683,-0.30042143717431324,2022-10-16,17:20:56
3,976,0,1.4168207526184158,-0.06758202535249906,1.2711203356560943,2022-10-16,17:20:56
3,2223,7,3.1130832042474283,-0.7277919651609945,-0.436468285804704,2022-10-16,17:20:56
3,4683,0,1.9537310854464294,-0.5192876282671846,-0.1099067051368125,2022-10-16,17:20:56
3,1596,0,1.2774980340189874,-0.44123298615342865,-0.05945224471759477,2022-10-16,17:20:56
3,5591,9,0.5045966214849877,1.1548795473801707,0.4045485966377114,2022-10-16,17:20:56
3,1498,7,-0.6645559763222063,-0.6082623891604667,-0.6149427488785278,2022-10-16,17:21:04
3,2133,9,-0.8956468165250953,-0.8123556435916107,-0.038647970453826355,2022-10-16,17:21:04
3,4864,0,-0.807442505469342,-0.734946525740684,-0.5572805083994218,2022-10-16,17:21:04
3,4836,9,0.646369459835965,-0.5180503734300954,0.6667315963161465,2022-10-16,17:21:04
3,6059,0,0.17071212079666928,0.21074651930399532,0.48817522665073315,2022-10-16,17:21:04
3,4551,12,-0.6298088234820611,-0.38394270782734313,-0.6712944838921997,2022-10-16,17:21:04
3,5854,2,0.4299793381423683,1.4083554079177436,1.6386352121188055,2022-10-16,17:21:04
3,4457,5,-0.6066440549219643,-0.5493045064887393,-0.5671092993901785,2022-10-16,17:21:04
3,4406,0,1.309572328948352,0.009127774547029484,-0.1204726554518759,2022-10-16,17:21:04
3,4531,7,-0.8175770917143844,0.3343106219472051,-0.9360984945015032,2022-10-16,17:21:04
3,3313,12,0.7455993097736875,-0.5958360471010059,0.05259597257703173,2022-10-16,17:21:04
3,5687,7,1.7936937180384525,-0.4447833695989889,1.0858476254803304,2022-10-16,17:21:04
3,5974,0,-0.5678876152156485,0.5311955221100906,0.17955118954097252,2022-10-16,17:21:04
3,4673,7,-0.5791358922568494,-0.4150354598202797,-0.005393894268432816,2022-10-16,17:21:04
3,6208,15,0.8098592687120327,-0.5530700646885759,0.26964844028957563,2022-10-16,17:21:04
3,1566,9,-0.5669966625787217,0.02833212136619614,0.6288907510017334,2022-10-16,17:21:11
3,5778,0,3.8641562771767215,-0.07398347429222127,0.49833164400784824,2022-10-16,17:21:11
3,6096,9,13.257135821057132,-0.37001014248794767,12.214004785215073,2022-10-16,17:21:11
3,4555,0,-0.5622077921552402,-0.6963764510366433,-0.9409309834052919,2022-10-16,17:21:11
3,4735,0,-0.5260128412800888,-0.05020666394468162,-0.0785364805579807,2022-10-16,17:21:11
3,4788,9,0.5022578708130551,0.011279522089793291,0.06914110407813882,2022-10-16,17:21:11
3,6095,15,-0.1943557221840873,-0.300670077922385,0.11083155919726533,2022-10-16,17:21:11
3,6209,7,0.7721051507222597,-0.5300463659810034,0.7210356665400774,2022-10-16,17:21:11
3,6003,0,2.2325992608045175,-0.3957773193125439,1.1038670756300508,2022-10-16,17:21:11
3,4882,15,-0.8551084715449259,-0.4589849033812298,-0.6122398313560697,2022-10-16,17:21:11
3,4310,17,0.23319017446116116,-0.3720005089650042,-0.4300795716607122,2022-10-16,17:21:11
3,4346,0,-0.7847232132277087,-0.2108884117005665,-0.4954410317492442,2022-10-16,17:21:11
3,4729,0,-0.10470361309332801,0.1800303231310424,1.5573019666702936,2022-10-16,17:21:11
3,6052,0,1.2771639267801398,0.8608432456615007,2.0818317792103436,2022-10-16,17:21:11
3,4530,9,0.21425743092646662,-0.5405361352519769,-0.5119861632503514,2022-10-16,17:21:11
3,2212,0,-0.7681292203649469,-0.39298004750695104,-0.06387520066343522,2022-10-16,17:21:11
3,1361,0,-0.8414100747521762,-0.3384870409864584,-0.8432164196388524,2022-10-16,17:21:11
3,1236,16,-0.8779391328661751,-0.516060006953039,-0.7247794882002341,2022-10-16,17:21:18
3,5394,0,-0.8897442553054552,-0.5572659723969652,-0.8496051337828443,2022-10-16,17:21:18
3,1678,0,1.4522361199362561,-0.01325039989771376,1.484405100155515,2022-10-16,17:21:18
3,516,0,0.5875665857987963,0.2244639098891143,0.9470159527358919,2022-10-16,17:21:18
3,4257,7,-0.7909598816861961,-0.0009316452153911891,-0.1521705063970663,2022-10-16,17:21:18
3,425,0,-0.22798918422807407,0.23011224718886927,1.2232049795761557,2022-10-16,17:21:18
3,5440,15,0.03428499826725293,-0.7582391928911019,-0.41672879723160094,2022-10-16,17:21:18
3,1248,9,0.031612140356472425,-0.3614031523168926,-0.6084721281429463,2022-10-16,17:21:18
3,2107,14,-0.5331404623755033,-0.7819622095500726,0.13507591030779836,2022-10-16,17:21:18
3,4153,14,2.2320424154064384,-0.33423733958949997,1.5477188954543062,2022-10-16,17:21:18
3,5365,9,-0.4890383068476266,-0.34117672541491306,-0.5435202010123624,2022-10-16,17:21:18
3,6050,16,-0.7133356331939487,-0.09749131619691555,0.17512823359513208,2022-10-16,17:21:18
3,6358,0,0.4394457099097155,-0.29755004398537754,-0.5420458823637491,2022-10-16,17:21:18
3,729,15,-0.565994340862179,-0.7255326302410925,-0.7604088555417271,2022-10-16,17:21:18
3,6361,0,0.4404480316262582,-0.022502914331597988,-0.5363943275440638,2022-10-16,17:21:24
3,204,5,0.2721693523267087,-0.6464559080445237,-0.3856042924275381,2022-10-16,17:21:24
3,708,5,-0.4077388787280561,-0.3731301764249551,-0.5230435531149527,2022-10-16,17:21:24
3,3078,0,0.4238540387634966,-0.4444068137790052,-0.5551509370180913,2022-10-16,17:21:24
3,978,0,-0.1615018436974115,0.6171040427549341,0.5382201541120025,2022-10-16,17:21:24
3,1506,2,-0.9233777173494421,-0.7831456706985925,-0.8655769191428239,2022-10-16,17:21:24
3,5453,13,-0.8719252025669193,-0.6378489178734686,-0.9519064666783036,2022-10-16,17:21:24
3,1816,0,0.16202533258663296,0.47153832148696484,1.960200490699729,2022-10-16,17:21:24
3,714,7,-0.46030508430673733,-0.4736705803605926,-0.6501625832620727,2022-10-16,17:21:24
3,164,0,-0.8161292936793784,-0.4711960706864142,-0.8007888051954192,2022-10-16,17:21:24
3,1528,0,0.16380723786048654,0.3531922066349572,0.4176536512920537,2022-10-16,17:21:24
3,389,12,0.564513186318315,-0.7490404721457867,-0.20024967566018456,2022-10-16,17:21:24
3,144,0,-0.313409268293431,0.7090912502080856,-0.9198809893667547,2022-10-16,17:21:24
3,196,1,-0.15170136469121676,-0.5780841298732048,0.0910101640325725,2022-10-16,17:21:24
3,5312,0,2.9697511987818292,-0.7614668142052475,0.10657241643460401,2022-10-16,17:21:24
3,2305,12,-0.5150986714777356,-0.6008926538265008,-0.48037021889675063,2022-10-16,17:21:24
3,5868,17,0.10511573290293358,1.1049052106994819,-0.3969893086584979,2022-10-16,17:21:24
3,124,0,1.2008761072432825,-0.6835197594686298,0.16808426671842297,2022-10-16,17:21:24
3,182,12,-0.52812885379279,-0.13498551712957432,-0.4460513570206918,2022-10-16,17:21:31
3,541,9,1.7758746652999164,-0.49760877177383955,4.01220632979496,2022-10-16,17:21:31
3,3318,0,-0.12007254608031528,1.7610268301767262,2.874687585798051,2022-10-16,17:21:31
3,2141,9,0.39445260174491215,0.7954839140500511,-0.08091177171408016,2022-10-16,17:21:31
3,510,7,3.4458540141395884,-0.7510308386228433,2.9125284311124644,2022-10-16,17:21:31
3,5286,9,-0.18444387409827664,0.15114311236943867,-0.04634719006325242,2022-10-16,17:21:31
3,4951,2,-0.1600540456624055,0.8445975517136344,2.1902761064750256,2022-10-16,17:21:31
3,184,12,-0.6751360388857122,-0.4493020394387928,-0.11007051831999175,2022-10-16,17:21:31
3,2197,15,-0.822365962137866,-0.5635598339595492,-0.8752418969504013,2022-10-16,17:21:31
3,6561,0,-0.5678876152156485,0.3710517112398965,-0.11293724902562907,2022-10-16,17:21:31
3,5062,16,0.6941467949911647,0.47363627534115943,-0.2308827409147096,2022-10-16,17:21:31
3,157,9,-0.8645748433122732,-0.5681860911764914,-0.8107814093693552,2022-10-16,17:21:31
3,5705,9,1.4241711118730622,-0.3084163690763346,-0.4576001864348309,2022-10-16,17:21:31
3,6536,0,-0.48759050881262056,0.7195272257904899,-0.06420282702979382,2022-10-16,17:21:31
3,5826,2,-0.1927965550694654,1.6324061208080216,0.3355013399276455,2022-10-16,17:21:31
3,4647,0,-0.9165842034928751,-0.8017582869434992,-0.7618831741903406,2022-10-16,17:21:38
3,3263,0,-0.7408437958590636,-0.6650147306008612,-0.8311761506751755,2022-10-16,17:21:38
3,4660,0,-0.8394054313190911,0.18320415075661897,-0.7144592576599395,2022-10-16,17:21:38
3,4856,0,1.0439570740645499,-0.7607674962538493,0.7302092047981169,2022-10-16,17:21:38
3,6188,0,-0.7184586108562778,-0.45177654911297116,-0.5180472510279847,2022-10-16,17:21:38
3,5659,0,-0.15225821008929596,0.0312907742374964,1.1469499428062016,2022-10-16,17:21:38
3,4646,0,1.4892106543687182,0.27761207419537953,0.49841355059943804,2022-10-16,17:21:38
3,4659,13,0.8196597477182278,-0.3447809025490424,0.4117563766975996,2022-10-16,17:21:38
3,5657,12,-0.8516560300768344,-0.7268236787667508,-0.22531309268661417,2022-10-16,17:21:38
3,4424,0,-0.3148570663284371,0.30128129716578106,-0.5580176677237286,2022-10-16,17:21:44
3,4873,7,-0.5623191612348559,-0.8017582869434992,-0.3940406713612709,2022-10-16,17:21:44
3,4684,0,-0.5902728002184343,0.2110154877468407,0.9689669192819153,2022-10-16,17:21:44
3,4498,13,-0.9031085448593572,-0.7333865087721803,-0.00867015793201843,2022-10-16,17:21:44
3,4857,13,0.8464996959056477,-0.4104629962919067,-0.44883618113473955,2022-10-16,17:21:44
3,2138,0,3.1718860782845977,1.8739935761718245,0.7659204787311997,2022-10-16,17:21:44
3,4834,12,-0.8955354474454795,-0.7265009166353362,-0.8469022162603862,2022-10-16,17:21:44
3,4680,0,0.24521803505967296,2.3782556128185153,4.775903389776755,2022-10-16,17:21:44
3,3216,13,-0.33746498949045467,-0.4111085205547358,0.11771171289079482,2022-10-16,17:21:44
3,1851,6,0.9686715762442352,-0.0848497993831784,0.6519884098300116,2022-10-16,17:21:44
3,4428,0,-0.6735768717710903,-0.1459594295976696,0.24229163869863612,2022-10-16,17:21:44
3,2073,0,-0.45718675007749354,0.5013400249542431,-0.2212177631071322,2022-10-16,17:21:44
3,4550,7,0.05032214573193532,-0.7642102923222713,0.3743250643411346,2022-10-16,17:21:51
3,4643,0,-0.2916922977683403,-0.48125549044883487,-0.324993414651205,2022-10-16,17:21:51
3,4562,0,-0.5285743301112534,-0.655762216166977,-0.2355514166353191,2022-10-16,17:21:51
3,659,0,-0.8904124697831504,-0.6424213814018416,-0.835107667071478,2022-10-16,17:21:51
3,5745,7,-0.5471729664071003,-0.7727634888047573,-0.39150156702199207,2022-10-16,17:21:51
3,4400,0,0.34311145604200527,-0.01766148236037946,0.09354926837185135,2022-10-16,17:21:51
3,4666,17,-0.8879623500316016,-0.598794699972306,-0.9580494610475265,2022-10-16,17:21:51
3,4809,7,-0.9258278371009907,-0.6446269226331746,-0.7346901857825804,2022-10-16,17:21:51
3,4737,7,-0.26563193313823136,-0.5831945302872686,-0.2860058770545368,2022-10-16,17:21:51
3,4679,0,-0.46720996724292,1.8558651031240396,1.3806294486114419,2022-10-16,17:21:51
3,4781,0,-0.6504121032109934,-0.7119766207216807,-0.2212177631071322,2022-10-16,17:21:51
3,4634,7,-0.7284818280217044,-0.39959667120094955,-0.2719998498927084,2022-10-16,17:21:58
3,4372,12,-0.9210389666775091,-0.8058466072747504,-0.5959404196297315,2022-10-16,17:21:58
3,4577,0,-0.03064317514878765,1.357412784842811,2.3988921952538367,2022-10-16,17:21:58
3,4576,0,-0.31262968473612013,-0.15311399017735916,1.0400618407817221,2022-10-16,17:21:58
3,4482,12,0.16035479639239514,-0.3417684559891731,-0.15831350076628925,2022-10-16,17:21:58
3,4416,0,-0.44270876972743306,-0.38060749913605924,-0.23661620232598435,2022-10-16,17:21:58
3,4544,9,0.9141007272324686,-0.39534696980399114,0.8482366032787869,2022-10-16,17:21:58
3,4415,7,-0.5593121960852281,0.7285645654700978,-0.02185711917795034,2022-10-16,17:21:58
3,4392,7,-0.6905049718726994,0.2742768655040958,-0.6124855511308387,2022-10-16,17:21:58
3,6253,7,-0.6660037743572125,0.1702936655000363,0.6835224475920226,2022-10-16,17:21:58
3,6274,0,-0.7719157690718859,-0.6422062066475652,-0.7436999108574407,2022-10-16,17:21:58
3,4405,6,1.4689414818786337,-0.6212804617941876,-0.4036237425772587,2022-10-16,17:21:58
3,4853,0,-0.24202168825967116,-0.7721717582304972,0.5536185933308547,2022-10-16,17:21:58
3,1503,0,1.3406443021611745,-0.6915350190654248,0.4020094922984326,2022-10-16,17:21:58
3,1827,5,0.27395125760056227,-0.5163827690844536,-0.29436034939668,2022-10-16,17:21:58
3,592,0,0.6942581640707804,-0.6719003227377054,0.2911898738776507,2022-10-16,17:22:05
3,4542,0,1.9141950621828026,-0.2842092092202421,0.4340349696099815,2022-10-16,17:22:05
3,4900,2,-0.4731125284625601,-0.6374185683649158,-0.6720316432165064,2022-10-16,17:22:05
3,4842,0,0.1491065193511944,0.9652567951741131,-0.7852265527933878,2022-10-16,17:22:05
3,492,0,-0.7685746966834104,-0.6378489178734686,-0.6786660771352672,2022-10-16,17:22:05
3,4399,10,0.09631757561328136,-0.8003596510407027,0.37538985003179987,2022-10-16,17:22:05
3,1198,12,-0.8901897316239187,-0.7471038993572993,-0.48847897146412494,2022-10-16,17:22:05
3,4738,0,-0.9072292008051438,-0.7871264036527055,0.5960462077742879,2022-10-16,17:22:05
3,5732,15,-0.548175288123643,-0.37587365454197896,-0.7346901857825804,2022-10-16,17:22:05
3,4645,0,2.2252489015498718,-0.3566155140342432,-0.06854387638404472,2022-10-16,17:22:05
3,1316,0,-0.8642407360734257,-0.7599605909253129,0.8918109100044752,2022-10-16,17:22:05
3,4393,0,0.14030836206154218,-0.06559165887544254,0.5866269497414793,2022-10-16,17:22:05
3,1153,0,-0.8909693151812296,-0.7233270890097596,-0.5920089032334289,2022-10-16,17:22:12
3,597,0,0.15868426019815748,-0.714504924084428,0.017212325010307648,2022-10-16,17:22:12
3,1727,9,0.48310238911912873,-0.23084587015970054,0.5796648894563601,2022-10-16,17:22:12
3,4820,0,1.8005986009746353,0.5988679823300112,-0.45342295026375934,2022-10-16,17:22:12
3,4535,7,0.16057753455162696,-0.71558079785581,-0.3353955517830893,2022-10-16,17:22:12
3,5658,12,-0.7652336242949349,-0.38308200881023763,-0.22064441696600468,2022-10-16,17:22:12
3,34,0,-0.3834604193718008,-0.13993453647793103,0.35122740551285636,2022-10-16,17:22:12
3,4852,0,0.981367651320442,-0.5253125213869232,1.377680811314215,2022-10-16,17:22:12
3,1670,0,-0.4236646571131227,0.5541654271290938,-0.024723849883587667,2022-10-16,17:22:12
3,1497,7,0.25501851406586773,-0.5855614525843088,0.7968811703520833,2022-10-16,17:22:12
3,4463,0,0.23096279286884414,-0.37366811331064614,0.11214206466269953,2022-10-16,17:22:12
3,4774,9,-0.12140897503570554,-0.5548990500999251,-0.3495653921280968,2022-10-16,17:22:12
3,5100,0,-0.5140963497611929,-0.549089331734463,-0.6726868959492235,2022-10-16,17:22:12
3,4840,0,-0.7430711774513806,0.5680441987799203,-0.5286132013430481,2022-10-16,17:22:12
3,4678,0,-0.4549593684851765,0.5021469302827796,0.35966378444658925,2022-10-16,17:22:12
3,4811,9,-0.5034049181180713,4.892196060718003,0.6704173929376804,2022-10-16,17:22:18
3,4534,0,-0.5672194007379534,-0.7422624673860809,-0.08582616720945858,2022-10-16,17:22:18
3,981,2,-0.10058295714754152,0.9910777656872785,0.1843017718531717,2022-10-16,17:22:18
3,4480,7,-0.4982819404557422,-0.21815055965739427,0.08462144988858064,2022-10-16,17:22:18
3,4401,9,2.0982881507878024,0.5746608224739187,1.3520440481466578,2022-10-16,17:22:18
3,325,0,0.2487818456073801,-0.12089157072447157,0.23967062776776774,2022-10-16,17:22:18
3,898,0,-0.6182264392020127,0.6932221120802028,0.17340819517174957,2022-10-16,17:22:18
3,4427,0,-0.5583098743686854,-0.498469470790945,0.07659460391279609,2022-10-16,17:22:18
3,4851,0,1.619512477519263,-0.6837887279114752,0.9934569901672174,2022-10-16,17:22:18
3,707,5,-0.6320362050743781,-0.577062049790392,-0.8246236233480043,2022-10-16,17:22:18
3,4724,9,0.005217668487516065,-0.5942222364439331,-0.1674051324327392,2022-10-16,17:22:18
3,4561,2,-0.22720960067076312,0.03925224014572231,-0.4175478631474974,2022-10-16,17:22:18
3,1504,7,-0.23946019942850663,0.5752525530481788,0.8812449596894115,2022-10-16,17:22:25
3,4532,0,0.5128379333765607,2.911942797112501,1.0307244893405032,2022-10-16,17:22:25
3,5686,7,0.1275009179057195,-0.32982625712683417,-0.2582395425056491,2022-10-16,17:22:25
3,4238,0,-0.09378944329097466,0.6481967947478708,3.2881520601425493,2022-10-16,17:22:25
3,5067,9,-0.024072399451452616,-0.5663571057651422,-0.021365679628412487,2022-10-16,17:22:25
3,4384,0,1.0093212903040205,-0.38953725143852896,0.11099537238044446,2022-10-16,17:22:25
3,2816,13,-0.4096321530815255,-0.3909358873413254,-0.3458795955065631,2022-10-16,17:22:25
3,4505,9,-0.6664492506756758,-0.269900088060863,0.2483527264762695,2022-10-16,17:22:25
3,5689,6,-0.6658924052775966,0.5603517013145398,-0.7500886250014326,2022-10-16,17:22:25
3,4743,12,-0.8803892526177237,-0.740594863040439,-0.5449945196609759,2022-10-16,17:22:25
3,4831,9,0.017022790926796198,-0.5464534409945773,-0.20655648321258674,2022-10-16,17:22:25
3,4405,6,0.531213831513176,-0.43881227016781943,0.7078487052941455,2022-10-16,17:22:25
3,5682,15,0.133069371886512,-0.5735116663448317,-0.5087098995867658,2022-10-16,17:22:25
3,6890,17,-0.4959431897838093,-0.157040929442903,-0.3783965123676499,2022-10-16,17:22:25
3,4398,0,-0.33924689476430825,-0.28329471651456756,0.27570952806720905,2022-10-16,17:22:25
3,4483,14,0.34778895738587084,-0.5339195115579782,-0.20434500523966653,2022-10-16,17:22:25
3,4793,0,-0.4456043657974451,0.5124753184880456,0.0583294339883065,2022-10-16,17:22:25
3,4805,0,-0.25449502517664635,0.38267114797082086,0.351063592329677,2022-10-16,17:22:32
3,5171,7,-0.429344480173531,-0.662594014615252,-0.36217900723290125,2022-10-16,17:22:32
3,918,7,-0.5166578385923575,-0.13821313844371996,0.34189005407163736,2022-10-16,17:22:32
3,5128,0,-0.6844910415734435,-0.3439202035319369,0.4153602667275437,2022-10-16,17:22:32
3,5013,2,-0.395154172731465,-0.49916878874234333,0.3305869444322672,2022-10-16,17:22:32
3,4511,0,-0.3833490502921849,0.6779447045265798,1.2066598480750481,2022-10-16,17:22:32
3,4603,9,0.14454038708694442,-0.12745440072990108,-0.015140778667599863,2022-10-16,17:22:32
3,4579,7,-0.3794511325056302,-0.49884602661092875,0.5337152915745725,2022-10-16,17:22:32
3,1397,9,-0.7667927914095568,0.1384478018671325,0.1947039089850557,2022-10-16,17:22:32
3,1413,0,-0.9044449738147475,-0.23520315893379712,-0.840103969158446,2022-10-16,17:22:32
3,1410,1,-0.772583983549581,-0.6143410759687744,-0.9034996710488269,2022-10-16,17:22:32
3,4639,0,-0.7877301783773366,-0.6223025418770003,-0.6973407800177049,2022-10-16,17:22:32
3,4404,0,1.396551580128331,-0.07645798396639966,-0.5155081466887058,2022-10-16,17:22:32
3,80,0,-0.6158876885300799,-0.34800852386318804,5.191743155277354,2022-10-16,17:22:32
3,1421,0,-0.024629244849531835,-0.7692131053591971,-0.06813434342609642,2022-10-16,17:22:32
3,1734,0,-0.47623086269180387,-0.5153606890016408,0.5538643131056237,2022-10-16,17:22:38
